8|31700050135326|31700050135327||DBL|BA|Collection|10042017|10042017|10042017|0|1|Exempt For IVR
9|31700050135328|31700050135329||DBL|BA|Collection|10042017|10042017|10042017|0|1|Exempt For IVR
10|31700050135328|31700050135329||DBL|BA|Collection|10042017|10042017|10042017|0|1|Exempt For IVR
11|31700050135328|31700050135329||DBL|BA|Collection|10042017|10042017|10042017|0|1|Exempt For IVR
12|31700050135328|31700050135329||DBL|BA|Collection|10042017|10042017|10042017|0|1|Exempt For IVR
13|31700050135328|31700050135329||DBL|BA|Collection|10042017|10042017|10042017|0|1|Exempt For IVR
14|31700050135328|31700050135329||DBL|BA|Collection|10042017|10042017|10042017|0|1|Exempt For IVR
15|31700050135326|31700050135327||DBL|BA|Collection|10042017|10042017|10042017|0|1|Exempt For IVR
16|31700050135328|31700050135329||DBL|BA|Collection|10042017|30112016|30112016|-131|1|Exempt For IVR
17|31700050135328|31700050135329||DBL|BA|Collection|10042017|11032018|11032018|335|1|Exempt For IVR
18|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
19|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
20|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
21|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
22|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
23|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
24|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
25|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
26|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
27|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
28|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
29|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
30|31700050135328|31700050135329||DBL|BA|Collection|10042017|13042017|13042017|3|1|Exempt For IVR
31|31700050135326|31700050135327||DBL|BA|Collection|10042017|30042017|30042017|20|1|Exempt For IVR
