01|1486984103665|24477579824884
02|30900000001919|30900000001920|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001992|30900000001993|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000002720|30900000002721|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001843|30900000001844|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001853|30900000001854|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001857|30900000001858|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001121|30900000001122|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000002651|30900000002652|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001443|30900000001444|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001445|30900000001446|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001447|30900000001448|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001823|30900000001824|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000002642|30900000002643|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001835|30900000001836|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000000543|30900000000544|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001633|30900000001634|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000002594|30900000002595|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000000989|30900000000990|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001719|30900000001720|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000002589|30900000002590|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000002811|30900000002812|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001603|30900000001604|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001729|30900000001730|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001389|30900000001390|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001970|30900000001971|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001213|30900000001271|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001731|30900000001732|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001391|30900000001392|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001609|30900000001610|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
02|30900000001360|30900000001361|||BLACKLIST_TYPE-46|BLACKLIST_SUBTYPE-46|AIS|||||DMS|BLACKLIST_REASON-46
